year,state,county_name,county_fips,party,candidatevotes
2020,FLORIDA,ALACHUA,12001.0,DEMOCRAT,89704
2016,ARKANSAS,PULASKI,5119.0,DEMOCRAT,89574
2016,ALABAMA,MADISON,1089.0,REPUBLICAN,89520
2016,SOUTH CAROLINA,CHARLESTON,45019.0,DEMOCRAT,89299
2016,SOUTH CAROLINA,HORRY,45051.0,REPUBLICAN,89288
2016,CALIFORNIA,MONTEREY,6053.0,DEMOCRAT,89088
2016,FLORIDA,ESCAMBIA,12033.0,REPUBLICAN,88808
2016,FLORIDA,ST. JOHNS,12109.0,REPUBLICAN,88684
2016,MICHIGAN,OTTAWA,26139.0,REPUBLICAN,88467
2020,CALIFORNIA,SAN LUIS OBISPO,6079.0,DEMOCRAT,88310
2020,OHIO,WARREN,39165.0,REPUBLICAN,87988
2020,PENNSYLVANIA,LUZERNE,42079.0,REPUBLICAN,86929
2020,FLORIDA,ST. LUCIE,12111.0,REPUBLICAN,86831
2020,NEW JERSEY,GLOUCESTER,34015.0,DEMOCRAT,86702
2016,NEW JERSEY,SOMERSET,34035.0,DEMOCRAT,85689
2016,FLORIDA,OSCEOLA,12097.0,DEMOCRAT,85458
2020,PENNSYLVANIA,NORTHAMPTON,42095.0,DEMOCRAT,85087
2016,VIRGINIA,CHESTERFIELD,51041.0,REPUBLICAN,85045
2020,FLORIDA,CLAY,12019.0,REPUBLICAN,84480
2016,INDIANA,ALLEN,18003.0,REPUBLICAN,83930
2020,MICHIGAN,KALAMAZOO,26077.0,DEMOCRAT,83686
2020,WASHINGTON,WHATCOM,53073.0,DEMOCRAT,83660
2020,MISSOURI,GREENE,29077.0,REPUBLICAN,83630
2020,ALABAMA,BALDWIN,1003.0,REPUBLICAN,83544
2016,NEW YORK,ALBANY,36001.0,DEMOCRAT,83077
2020,ILLINOIS,MCHENRY,17111.0,REPUBLICAN,82260
2016,CALIFORNIA,STANISLAUS,6099.0,DEMOCRAT,81647
2020,TENNESSEE,RUTHERFORD,47149.0,REPUBLICAN,81480
2020,NEW YORK,DUTCHESS,36027.0,DEMOCRAT,81443
2016,PENNSYLVANIA,LEHIGH,42077.0,DEMOCRAT,81324
2020,MARYLAND,HARFORD,24025.0,REPUBLICAN,80930
2016,GEORGIA,CHEROKEE,13057.0,REPUBLICAN,80649
2016,SOUTH CAROLINA,LEXINGTON,45063.0,REPUBLICAN,80026
2020,FLORIDA,OKALOOSA,12091.0,REPUBLICAN,79798
2020,OHIO,LORAIN,39093.0,REPUBLICAN,79520
2020,CONNECTICUT,NEW LONDON,9011.0,DEMOCRAT,79459
2016,MICHIGAN,INGHAM,26065.0,DEMOCRAT,79110
2020,PENNSYLVANIA,DAUPHIN,42043.0,DEMOCRAT,78983
2020,TEXAS,LUBBOCK,48303.0,REPUBLICAN,78861
2016,PENNSYLVANIA,LUZERNE,42079.0,REPUBLICAN,78688
2020,ARIZONA,MOHAVE,4015.0,REPUBLICAN,78535
2020,GEORGIA,CHATHAM,13051.0,DEMOCRAT,78254
2016,GEORGIA,CLAYTON,13063.0,DEMOCRAT,78220
2016,MISSOURI,GREENE,29077.0,REPUBLICAN,78035
2016,MARYLAND,HARFORD,24025.0,REPUBLICAN,77860
2020,MARYLAND,FREDERICK,24021.0,DEMOCRAT,77675
2016,OHIO,WARREN,39165.0,REPUBLICAN,77643
2020,CALIFORNIA,TULARE,6107.0,REPUBLICAN,77579
2020,FLORIDA,SANTA ROSA,12113.0,REPUBLICAN,77385
2020,MICHIGAN,LIVINGSTON,26093.0,REPUBLICAN,76982
2016,COLORADO,WELD,8123.0,REPUBLICAN,76651
2016,SOUTH CAROLINA,SPARTANBURG,45083.0,REPUBLICAN,76277
2020,WISCONSIN,BROWN,55009.0,REPUBLICAN,75871
2016,FLORIDA,ALACHUA,12001.0,DEMOCRAT,75820
2020,NEW YORK,ROCKLAND,36087.0,DEMOCRAT,75802
2016,NORTH CAROLINA,BUNCOMBE,37021.0,DEMOCRAT,75452
2016,FLORIDA,CLAY,12019.0,REPUBLICAN,74963
2020,OHIO,CLERMONT,39025.0,REPUBLICAN,74570
2020,ARKANSAS,BENTON,5007.0,REPUBLICAN,73965
2020,NEW JERSEY,ATLANTIC,34001.0,DEMOCRAT,73808
2016,TEXAS,GALVESTON,48167.0,REPUBLICAN,73757
2020,MISSISSIPPI,HINDS,28049.0,DEMOCRAT,73550
2020,GEORGIA,HENRY,13151.0,DEMOCRAT,73276
2020,FLORIDA,CHARLOTTE,12015.0,REPUBLICAN,73243
2020,NORTH CAROLINA,GASTON,37071.0,REPUBLICAN,73033
2020,VERMONT,CHITTENDEN,50007.0,DEMOCRAT,72938
2016,ALABAMA,BALDWIN,1003.0,REPUBLICAN,72883
2016,ARIZONA,PINAL,4021.0,REPUBLICAN,72819
2016,TEXAS,BRAZORIA,48039.0,REPUBLICAN,72791
2020,LOUISIANA,LAFAYETTE,22055.0,REPUBLICAN,72519
2016,MASSACHUSETTS,BARNSTABLE,25001.0,DEMOCRAT,72430
2016,FLORIDA,OKALOOSA,12091.0,REPUBLICAN,71893
2016,PENNSYLVANIA,NORTHAMPTON,42095.0,REPUBLICAN,71736
2016,ILLINOIS,MCHENRY,17111.0,REPUBLICAN,71612
2016,ARIZONA,YAVAPAI,4025.0,REPUBLICAN,71330
2020,DELAWARE,SUSSEX,10005.0,REPUBLICAN,71230
2020,IOWA,LINN,19113.0,DEMOCRAT,70874
2020,FLORIDA,HERNANDO,12053.0,REPUBLICAN,70412
2016,FLORIDA,ST. LUCIE,12111.0,REPUBLICAN,70289
2016,KENTUCKY,FAYETTE,21067.0,DEMOCRAT,69778
2016,NEW YORK,ROCKLAND,36087.0,DEMOCRAT,69342
2020,TEXAS,SMITH,48423.0,REPUBLICAN,69080
2016,WASHINGTON,THURSTON,53067.0,DEMOCRAT,68798
2020,NEW YORK,SARATOGA,36091.0,DEMOCRAT,68471
2020,NORTH CAROLINA,JOHNSTON,37101.0,REPUBLICAN,68353
2020,ILLINOIS,ST. CLAIR,17163.0,DEMOCRAT,68325
2016,LOUISIANA,LAFAYETTE,22055.0,REPUBLICAN,68195
2020,TEXAS,BELL,48027.0,REPUBLICAN,67893
2020,MINNESOTA,SAINT LOUIS,27137.0,DEMOCRAT,67704
2020,CALIFORNIA,YOLO,6113.0,DEMOCRAT,67598
2016,MISSISSIPPI,HINDS,28049.0,DEMOCRAT,67594
2020,SOUTH CAROLINA,ANDERSON,45007.0,REPUBLICAN,67565
2016,NEW JERSEY,GLOUCESTER,34015.0,REPUBLICAN,67544
2016,OHIO,CLERMONT,39025.0,REPUBLICAN,67518
2016,WISCONSIN,BROWN,55009.0,REPUBLICAN,67199
2016,MICHIGAN,KALAMAZOO,26077.0,DEMOCRAT,67148
2016,CALIFORNIA,SAN LUIS OBISPO,6079.0,DEMOCRAT,67107
2020,NORTH CAROLINA,IREDELL,37097.0,REPUBLICAN,67010
2016,OHIO,LORAIN,39093.0,DEMOCRAT,66949
2020,OKLAHOMA,CLEVELAND,40027.0,REPUBLICAN,66677
2020,VIRGINIA,CHESAPEAKE CITY,51550.0,DEMOCRAT,66377
2020,VIRGINIA,ALEXANDRIA CITY,51510.0,DEMOCRAT,66240
2020,NORTH CAROLINA,NEW HANOVER,37129.0,DEMOCRAT,66138
2020,FLORIDA,BAY,12005.0,REPUBLICAN,66097
2020,OREGON,DESCHUTES,41017.0,DEMOCRAT,65962
2020,UTAH,WEBER,49057.0,REPUBLICAN,65949
2016,MICHIGAN,LIVINGSTON,26093.0,REPUBLICAN,65680
2016,TEXAS,LUBBOCK,48303.0,REPUBLICAN,65651
2020,FLORIDA,CITRUS,12017.0,REPUBLICAN,65352
2016,FLORIDA,SANTA ROSA,12113.0,REPUBLICAN,65339
2016,PENNSYLVANIA,DAUPHIN,42043.0,DEMOCRAT,64706
2020,TEXAS,NUECES,48355.0,REPUBLICAN,64617
2020,OHIO,MEDINA,39103.0,REPUBLICAN,64598
2016,TENNESSEE,RUTHERFORD,47149.0,REPUBLICAN,64515
2020,VIRGINIA,NORFOLK CITY,51710.0,DEMOCRAT,64440
2020,GEORGIA,HALL,13139.0,REPUBLICAN,64170
2020,TEXAS,CAMERON,48061.0,DEMOCRAT,64063
2020,ILLINOIS,WINNEBAGO,17201.0,DEMOCRAT,64056
2020,TENNESSEE,SUMNER,47165.0,REPUBLICAN,63454
2020,MASSACHUSETTS,HAMPSHIRE,25015.0,DEMOCRAT,63362
2020,NORTH CAROLINA,CABARRUS,37025.0,REPUBLICAN,63237
2016,WASHINGTON,KITSAP,53035.0,DEMOCRAT,63156
2020,IDAHO,KOOTENAI,16055.0,REPUBLICAN,62837
2020,FLORIDA,SUMTER,12119.0,REPUBLICAN,62761
2020,TEXAS,COMAL,48091.0,REPUBLICAN,62740
2016,DELAWARE,SUSSEX,10005.0,REPUBLICAN,62611
2016,OKLAHOMA,CLEVELAND,40027.0,REPUBLICAN,62538
2020,NEW MEXICO,SANTA FE,35049.0,DEMOCRAT,62530
2016,GEORGIA,CHATHAM,13051.0,DEMOCRAT,62290
2016,CONNECTICUT,NEW LONDON,9011.0,DEMOCRAT,62278
2016,NEW YORK,DUTCHESS,36027.0,DEMOCRAT,62261
2016,UTAH,DAVIS,49011.0,REPUBLICAN,62219
2016,FLORIDA,BAY,12005.0,REPUBLICAN,62194
2020,MARYLAND,CHARLES,24017.0,DEMOCRAT,62171
2020,TEXAS,PARKER,48367.0,REPUBLICAN,62045
2020,PENNSYLVANIA,LACKAWANNA,42069.0,DEMOCRAT,61991
2020,CALIFORNIA,EL DORADO,6017.0,REPUBLICAN,61838
2016,NORTH CAROLINA,GASTON,37071.0,REPUBLICAN,61798
2020,IDAHO,CANYON,16027.0,REPUBLICAN,61759
2020,FLORIDA,MARTIN,12085.0,REPUBLICAN,61168
2016,NEW JERSEY,ATLANTIC,34001.0,DEMOCRAT,60924
2016,ARKANSAS,BENTON,5007.0,REPUBLICAN,60871
2020,CALIFORNIA,SHASTA,6089.0,REPUBLICAN,60789
2016,ILLINOIS,ST. CLAIR,17163.0,DEMOCRAT,60756
2016,WASHINGTON,WHATCOM,53073.0,DEMOCRAT,60340
2020,MARYLAND,CARROLL,24013.0,REPUBLICAN,60218
2016,FLORIDA,CHARLOTTE,12015.0,REPUBLICAN,60218
2020,OHIO,MAHONING,39099.0,REPUBLICAN,59903
2020,INDIANA,ST. JOSEPH,18141.0,DEMOCRAT,59896
2020,TEXAS,MCLENNAN,48309.0,REPUBLICAN,59543
2020,TEXAS,HAYS,48209.0,DEMOCRAT,59524
2016,MARYLAND,FREDERICK,24021.0,REPUBLICAN,59522
2020,OHIO,LICKING,39089.0,REPUBLICAN,59514
2016,TEXAS,CAMERON,48061.0,DEMOCRAT,59402
2016,FLORIDA,HERNANDO,12053.0,REPUBLICAN,58970
2016,IOWA,LINN,19113.0,DEMOCRAT,58935
2016,TEXAS,SMITH,48423.0,REPUBLICAN,58930
2020,FLORIDA,INDIAN RIVER,12061.0,REPUBLICAN,58872
2020,HAWAII,HAWAII,15001.0,DEMOCRAT,58731
2020,WISCONSIN,OUTAGAMIE,55087.0,REPUBLICAN,58385
2016,CALIFORNIA,TULARE,6107.0,REPUBLICAN,58299
2016,ARIZONA,MOHAVE,4015.0,REPUBLICAN,58282
2016,MARYLAND,CARROLL,24013.0,REPUBLICAN,58215
2020,NEW YORK,ULSTER,36111.0,DEMOCRAT,57970
2016,MINNESOTA,SAINT LOUIS,27137.0,DEMOCRAT,57771
2020,SOUTH CAROLINA,BERKELEY,45015.0,REPUBLICAN,57397
2016,OHIO,MAHONING,39099.0,DEMOCRAT,57381
2016,VIRGINIA,ALEXANDRIA,51510.0,DEMOCRAT,57242
2020,NEW YORK,ONEIDA,36065.0,REPUBLICAN,57180
2020,ILLINOIS,CHAMPAIGN,17019.0,DEMOCRAT,57067
2020,COLORADO,MESA,8077.0,REPUBLICAN,56894
2020,NORTH CAROLINA,RANDOLPH,37151.0,REPUBLICAN,56894
2020,TEXAS,ELLIS,48139.0,REPUBLICAN,56717
2020,NORTH CAROLINA,CATAWBA,37035.0,REPUBLICAN,56588
2016,SOUTH CAROLINA,ANDERSON,45007.0,REPUBLICAN,56232
2020,NEW YORK,NIAGARA,36063.0,REPUBLICAN,56068
2020,TENNESSEE,SULLIVAN,47163.0,REPUBLICAN,55860
2020,NORTH CAROLINA,BRUNSWICK,37019.0,REPUBLICAN,55850
2016,ILLINOIS,WINNEBAGO,17201.0,DEMOCRAT,55713
2020,CONNECTICUT,LITCHFIELD,9005.0,REPUBLICAN,55601
2016,MASSACHUSETTS,HAMPSHIRE,25015.0,DEMOCRAT,55367
2016,NORTH CAROLINA,NEW HANOVER,37129.0,REPUBLICAN,55344
2020,OHIO,TRUMBULL,39155.0,REPUBLICAN,55194
2020,LOUISIANA,CADDO,22017.0,DEMOCRAT,55110
2020,LOUISIANA,CALCASIEU,22019.0,REPUBLICAN,55066
2016,VERMONT,CHITTENDEN,50007.0,DEMOCRAT,54814
2016,OHIO,MEDINA,39103.0,REPUBLICAN,54810
2020,PENNSYLVANIA,BEAVER,42007.0,REPUBLICAN,54759
2016,NORTH CAROLINA,IREDELL,37097.0,REPUBLICAN,54754
2016,CALIFORNIA,YOLO,6113.0,DEMOCRAT,54752
2016,NEW YORK,SARATOGA,36091.0,REPUBLICAN,54575
2020,GEORGIA,PAULDING,13223.0,REPUBLICAN,54525
2020,WISCONSIN,RACINE,55101.0,REPUBLICAN,54479
2016,FLORIDA,CITRUS,12017.0,REPUBLICAN,54456
2016,NORTH CAROLINA,JOHNSTON,37101.0,REPUBLICAN,54372
2016,LOUISIANA,CALCASIEU,22019.0,REPUBLICAN,54191
2016,VIRGINIA,CHESAPEAKE,51550.0,REPUBLICAN,54047
2016,NORTH CAROLINA,CABARRUS,37025.0,REPUBLICAN,53819
2020,INDIANA,HENDRICKS,18063.0,REPUBLICAN,53802
2020,ILLINOIS,SANGAMON,17167.0,REPUBLICAN,53485
2016,LOUISIANA,CADDO,22017.0,DEMOCRAT,53483
2016,FLORIDA,MARTIN,12085.0,REPUBLICAN,53204
2020,SOUTH CAROLINA,BEAUFORT,45013.0,REPUBLICAN,53194
2020,VIRGINIA,NEWPORT NEWS CITY,51700.0,DEMOCRAT,53099
2016,CONNECTICUT,LITCHFIELD,9005.0,REPUBLICAN,53051
2016,FLORIDA,SUMTER,12119.0,REPUBLICAN,52730
2016,INDIANA,ST. JOSEPH,18141.0,DEMOCRAT,52252
2016,TEXAS,BELL,48027.0,REPUBLICAN,51998
2016,PENNSYLVANIA,LACKAWANNA,42069.0,DEMOCRAT,51983
2020,NEBRASKA,SARPY,31153.0,REPUBLICAN,51979
2020,MINNESOTA,WRIGHT,27171.0,REPUBLICAN,51973
2016,NEW YORK,NIAGARA,36063.0,REPUBLICAN,51961
2016,CALIFORNIA,SHASTA,6089.0,REPUBLICAN,51778
2016,GEORGIA,HALL,13139.0,REPUBLICAN,51733
2020,MASSACHUSETTS,BERKSHIRE,25003.0,DEMOCRAT,51705
2020,SOUTH CAROLINA,AIKEN,45003.0,REPUBLICAN,51589
2020,GEORGIA,COWETA,13077.0,REPUBLICAN,51501
2016,NEW YORK,ONEIDA,36065.0,REPUBLICAN,51437
2016,OHIO,LICKING,39089.0,REPUBLICAN,51241
2020,ALABAMA,TUSCALOOSA,1125.0,REPUBLICAN,51117
2020,MICHIGAN,SAGINAW,26145.0,DEMOCRAT,51088
2020,MINNESOTA,STEARNS,27145.0,REPUBLICAN,50959
2020,MISSISSIPPI,RANKIN,28121.0,REPUBLICAN,50895
2020,TEXAS,RANDALL,48381.0,REPUBLICAN,50796
2016,NEW MEXICO,SANTA FE,35049.0,DEMOCRAT,50793
2020,MONTANA,YELLOWSTONE,30111.0,REPUBLICAN,50772
2016,TEXAS,NUECES,48355.0,REPUBLICAN,50766
2020,WASHINGTON,YAKIMA,53077.0,REPUBLICAN,50555
2020,CALIFORNIA,BUTTE,6007.0,DEMOCRAT,50426
2020,TENNESSEE,WILSON,47189.0,REPUBLICAN,50296
2016,ILLINOIS,CHAMPAIGN,17019.0,DEMOCRAT,50137
2016,TENNESSEE,SUMNER,47165.0,REPUBLICAN,50129
2020,MISSOURI,BOONE,29019.0,DEMOCRAT,50064
2016,GEORGIA,HENRY,13151.0,DEMOCRAT,50057
2020,GEORGIA,COLUMBIA,13073.0,REPUBLICAN,50013
2016,ILLINOIS,SANGAMON,17167.0,REPUBLICAN,49944
2016,WISCONSIN,OUTAGAMIE,55087.0,REPUBLICAN,49884
2020,CALIFORNIA,NAPA,6055.0,DEMOCRAT,49817
2016,COLORADO,MESA,8077.0,REPUBLICAN,49779
2020,GEORGIA,MUSCOGEE,13215.0,DEMOCRAT,49529
2020,MINNESOTA,OLMSTED,27109.0,DEMOCRAT,49491
2016,NORTH CAROLINA,RANDOLPH,37151.0,REPUBLICAN,49430
2016,MARYLAND,CHARLES,24017.0,DEMOCRAT,49341
2020,NORTH CAROLINA,ROWAN,37159.0,REPUBLICAN,49297
2020,SOUTH DAKOTA,MINNEHAHA,46099.0,REPUBLICAN,49249
2016,CALIFORNIA,EL DORADO,6017.0,REPUBLICAN,49247
2016,OHIO,TRUMBULL,39155.0,REPUBLICAN,49024
2020,CALIFORNIA,MERCED,6047.0,DEMOCRAT,48991
2020,PENNSYLVANIA,SCHUYLKILL,42107.0,REPUBLICAN,48871
2016,FLORIDA,INDIAN RIVER,12061.0,REPUBLICAN,48620
2020,NEW HAMPSHIRE,MERRIMACK,33013.0,DEMOCRAT,48533
2016,INDIANA,HENDRICKS,18063.0,REPUBLICAN,48337
2016,NORTH CAROLINA,CATAWBA,37035.0,REPUBLICAN,48324
2016,TEXAS,MCLENNAN,48309.0,REPUBLICAN,48260
2016,PENNSYLVANIA,BEAVER,42007.0,REPUBLICAN,48167
2020,KENTUCKY,KENTON,21117.0,REPUBLICAN,48123
2020,PENNSYLVANIA,CAMBRIA,42021.0,REPUBLICAN,48085
2020,NEW MEXICO,DONA ANA,35013.0,DEMOCRAT,47957
2016,ALABAMA,TUSCALOOSA,1125.0,REPUBLICAN,47723
2016,MINNESOTA,STEARNS,27145.0,REPUBLICAN,47617
2020,TEXAS,GUADALUPE,48187.0,REPUBLICAN,47553
2020,TEXAS,BRAZOS,48041.0,REPUBLICAN,47530
2020,TENNESSEE,BLOUNT,47009.0,REPUBLICAN,47369
2020,HAWAII,MAUI,15009.0,DEMOCRAT,47305
2020,NORTH CAROLINA,PITT,37147.0,DEMOCRAT,47252
2016,IDAHO,CANYON,16027.0,REPUBLICAN,47222
2016,MISSISSIPPI,RANKIN,28121.0,REPUBLICAN,47178
2020,NEW YORK,BROOME,36007.0,DEMOCRAT,47010
2016,TENNESSEE,SULLIVAN,47163.0,REPUBLICAN,46979
2020,INDIANA,ELKHART,18039.0,REPUBLICAN,46972
2020,IOWA,SCOTT,19163.0,DEMOCRAT,46926
2020,MISSISSIPPI,HARRISON,28047.0,REPUBLICAN,46822
2020,PENNSYLVANIA,LEBANON,42075.0,REPUBLICAN,46731
2020,WISCONSIN,ROCK,55105.0,DEMOCRAT,46658
2016,WISCONSIN,RACINE,55101.0,REPUBLICAN,46611
2016,TEXAS,PARKER,48367.0,REPUBLICAN,46473
2020,MISSISSIPPI,DESOTO,28033.0,REPUBLICAN,46462
2020,WEST VIRGINIA,KANAWHA,54039.0,REPUBLICAN,46398
2020,VIRGINIA,HAMPTON CITY,51650.0,DEMOCRAT,46220
2020,NORTH CAROLINA,ONSLOW,37133.0,REPUBLICAN,46078
2020,NORTH CAROLINA,ALAMANCE,37001.0,REPUBLICAN,46056
2016,SOUTH CAROLINA,AIKEN,45003.0,REPUBLICAN,46025
2020,OHIO,PORTAGE,39133.0,REPUBLICAN,45990
2016,OREGON,DESCHUTES,41017.0,REPUBLICAN,45692
2020,MICHIGAN,MUSKEGON,26121.0,DEMOCRAT,45643
2020,TEXAS,MIDLAND,48329.0,REPUBLICAN,45624
2016,VIRGINIA,NEWPORT NEWS,51700.0,DEMOCRAT,45618
2016,MICHIGAN,SAGINAW,26145.0,REPUBLICAN,45469
2020,PENNSYLVANIA,BLAIR,42013.0,REPUBLICAN,45306
2016,CALIFORNIA,BUTTE,6007.0,REPUBLICAN,45144
2016,NEBRASKA,SARPY,31153.0,REPUBLICAN,45143
2016,TEXAS,COMAL,48091.0,REPUBLICAN,45136
2020,INDIANA,PORTER,18127.0,REPUBLICAN,45008
2020,WISCONSIN,KENOSHA,55059.0,REPUBLICAN,44972
2016,TEXAS,ELLIS,48139.0,REPUBLICAN,44941
2020,MAINE,PENOBSCOT,23019.0,REPUBLICAN,44825
2020,CALIFORNIA,HUMBOLDT,6023.0,DEMOCRAT,44768
2020,ARIZONA,COCONINO,4005.0,DEMOCRAT,44698
2016,GEORGIA,PAULDING,13223.0,REPUBLICAN,44662
2020,WISCONSIN,MARATHON,55073.0,REPUBLICAN,44624
2016,SOUTH CAROLINA,BERKELEY,45015.0,REPUBLICAN,44587
2016,IDAHO,KOOTENAI,16055.0,REPUBLICAN,44449
2020,VIRGINIA,HANOVER,51085.0,REPUBLICAN,44318
2020,TEXAS,GRAYSON,48181.0,REPUBLICAN,44163
2020,CONNECTICUT,TOLLAND,9013.0,DEMOCRAT,44151
2016,PENNSYLVANIA,SCHUYLKILL,42107.0,REPUBLICAN,44001
2020,ILLINOIS,MCLEAN,17113.0,DEMOCRAT,43933
2016,WEST VIRGINIA,KANAWHA,54039.0,REPUBLICAN,43850
2020,COLORADO,PUEBLO,8101.0,DEMOCRAT,43772
2016,MASSACHUSETTS,BERKSHIRE,25003.0,DEMOCRAT,43714
2020,ILLINOIS,PEORIA,17143.0,DEMOCRAT,43578
2020,OKLAHOMA,CANADIAN,40017.0,REPUBLICAN,43550
2020,MICHIGAN,BERRIEN,26021.0,REPUBLICAN,43519
2020,GEORGIA,BIBB,13021.0,DEMOCRAT,43468
2016,TEXAS,RANDALL,48381.0,REPUBLICAN,43462
2020,MONTANA,MISSOULA,30063.0,DEMOCRAT,43357
2016,MINNESOTA,WRIGHT,27171.0,REPUBLICAN,43274
2020,NEW JERSEY,HUNTERDON,34019.0,REPUBLICAN,43153
2016,MISSISSIPPI,DESOTO,28033.0,REPUBLICAN,43089
2016,GEORGIA,COLUMBIA,13073.0,REPUBLICAN,43085
2020,FLORIDA,FLAGLER,12035.0,REPUBLICAN,43043
2020,KANSAS,SHAWNEE,20177.0,DEMOCRAT,43015
2016,KENTUCKY,KENTON,21117.0,REPUBLICAN,42958
2016,SOUTH CAROLINA,BEAUFORT,45013.0,REPUBLICAN,42922
2020,SOUTH CAROLINA,PICKENS,45077.0,REPUBLICAN,42907
2016,NORTH CAROLINA,ROWAN,37159.0,REPUBLICAN,42810
2016,NORTH CAROLINA,BRUNSWICK,37019.0,REPUBLICAN,42720
2020,NORTH DAKOTA,CASS,38017.0,REPUBLICAN,42619
2016,GEORGIA,COWETA,13077.0,REPUBLICAN,42533
2020,ILLINOIS,TAZEWELL,17179.0,REPUBLICAN,42513
2020,VIRGINIA,ALBEMARLE,51003.0,DEMOCRAT,42466
2020,NEW YORK,SCHENECTADY,36093.0,DEMOCRAT,42465
2016,TEXAS,WEBB,48479.0,DEMOCRAT,42307
2016,PENNSYLVANIA,CAMBRIA,42021.0,REPUBLICAN,42258
2020,LOUISIANA,OUACHITA,22073.0,REPUBLICAN,42255
2016,NEW YORK,ULSTER,36111.0,DEMOCRAT,42101
2016,SOUTH DAKOTA,MINNEHAHA,46099.0,REPUBLICAN,42043
2020,SOUTH CAROLINA,DORCHESTER,45035.0,REPUBLICAN,41913
2016,INDIANA,ELKHART,18039.0,REPUBLICAN,41867
2020,INDIANA,VANDERBURGH,18163.0,REPUBLICAN,41844
2016,NORTH CAROLINA,PITT,37147.0,DEMOCRAT,41824
2020,TEXAS,WEBB,48479.0,DEMOCRAT,41820
2016,WASHINGTON,YAKIMA,53077.0,REPUBLICAN,41735
2016,LOUISIANA,OUACHITA,22073.0,REPUBLICAN,41734
2020,NEW HAMPSHIRE,STRAFFORD,33017.0,DEMOCRAT,41721
2016,MAINE,PENOBSCOT,23019.0,REPUBLICAN,41622
2020,GEORGIA,HOUSTON,13153.0,REPUBLICAN,41534
2020,PENNSYLVANIA,LYCOMING,42081.0,REPUBLICAN,41462
2020,MICHIGAN,ALLEGAN,26005.0,REPUBLICAN,41392
2020,OHIO,MIAMI,39109.0,REPUBLICAN,41371
2016,VIRGINIA,HAMPTON,51650.0,DEMOCRAT,41312
2016,HAWAII,HAWAII,15001.0,DEMOCRAT,41259
2016,MISSOURI,BOONE,29019.0,DEMOCRAT,41125
2020,NEW YORK,RENSSELAER,36083.0,DEMOCRAT,40969
2016,NEW YORK,BROOME,36007.0,REPUBLICAN,40943
2016,MONTANA,YELLOWSTONE,30111.0,REPUBLICAN,40920
2020,LOUISIANA,ASCENSION,22005.0,REPUBLICAN,40687
2020,NEW MEXICO,SANDOVAL,35043.0,DEMOCRAT,40588
2016,PENNSYLVANIA,LEBANON,42075.0,REPUBLICAN,40525
2016,INDIANA,VANDERBURGH,18163.0,REPUBLICAN,40496
2016,IOWA,SCOTT,19163.0,DEMOCRAT,40440
2016,MISSISSIPPI,HARRISON,28047.0,REPUBLICAN,40354
2020,VIRGINIA,STAFFORD,51179.0,DEMOCRAT,40245
2016,UTAH,WEBER,49057.0,REPUBLICAN,40235
2016,NEW HAMPSHIRE,MERRIMACK,33013.0,DEMOCRAT,40198
2020,PENNSYLVANIA,CENTRE,42027.0,DEMOCRAT,40055
2020,NORTH CAROLINA,HENDERSON,37089.0,REPUBLICAN,40032
2016,OKLAHOMA,CANADIAN,40017.0,REPUBLICAN,39986
2016,OHIO,PORTAGE,39133.0,REPUBLICAN,39971
2016,GEORGIA,MUSCOGEE,13215.0,DEMOCRAT,39851
2016,NORTH DAKOTA,CASS,38017.0,REPUBLICAN,39816
2020,ALABAMA,MORGAN,1103.0,REPUBLICAN,39664
2016,VIRGINIA,HANOVER,51085.0,REPUBLICAN,39630
2020,ARKANSAS,SALINE,5125.0,REPUBLICAN,39556
2020,TEXAS,TAYLOR,48441.0,REPUBLICAN,39547
2020,VIRGINIA,SPOTSYLVANIA,51177.0,REPUBLICAN,39411
2016,TENNESSEE,WILSON,47189.0,REPUBLICAN,39406
2016,WISCONSIN,ROCK,55105.0,DEMOCRAT,39343
2016,CALIFORNIA,NAPA,6055.0,DEMOCRAT,39199
2016,PENNSYLVANIA,BLAIR,42013.0,REPUBLICAN,39135
2016,WISCONSIN,MARATHON,55073.0,REPUBLICAN,39013
2016,INDIANA,PORTER,18127.0,REPUBLICAN,38832
2016,NORTH CAROLINA,ALAMANCE,37001.0,REPUBLICAN,38815
2016,TEXAS,BRAZOS,48041.0,REPUBLICAN,38738
2016,NEW JERSEY,HUNTERDON,34019.0,REPUBLICAN,38712
2016,ILLINOIS,TAZEWELL,17179.0,REPUBLICAN,38707
2016,MICHIGAN,BERRIEN,26021.0,REPUBLICAN,38647
2016,CONNECTICUT,TOLLAND,9013.0,DEMOCRAT,38506
2020,LOUISIANA,RAPIDES,22079.0,REPUBLICAN,38347
2020,MONTANA,FLATHEAD,30029.0,REPUBLICAN,38321
2020,WASHINGTON,SKAGIT,53057.0,DEMOCRAT,38252
2020,LOUISIANA,BOSSIER,22015.0,REPUBLICAN,38074
2016,ILLINOIS,PEORIA,17143.0,DEMOCRAT,38060
2020,UTAH,CACHE,49005.0,REPUBLICAN,38032
2016,NEW MEXICO,DONA ANA,35013.0,DEMOCRAT,37947
2020,WISCONSIN,LA CROSSE,55063.0,DEMOCRAT,37846
2020,GEORGIA,WALTON,13297.0,REPUBLICAN,37842
2020,LOUISIANA,TANGIPAHOA,22105.0,REPUBLICAN,37806
